accession	gene_name
WP_016652789	adeF
WP_005239018	adeF
WP_061398318	adeF
WP_005217792	adeF
WP_061392814	adeF
WP_004880965	adeF
WP_005287469	adeF
WP_087548270	adeF
WP_009514943	adeF
WP_005053446	adeF
WP_023013981	adeF
WP_007481323	adeF
WP_000121131	abeS
WP_004886197	abeS
WP_000121129	abeS
WP_058207780	abeS
WP_031974005	abeS
WP_016804634	abeS
WP_078209294	abeS
WP_000121133	abeS
WP_000121132	abeS
WP_046661175	abeS
WP_004739456	abeS
WP_031996805	abeS
WP_064192858	abeS
WP_031966227	abeS
WP_004791191	abeS
WP_002049209	abeS
WP_005307063	abeS
WP_003650669	abeS
WP_032053379	abeS
WP_032009468	abeS
WP_017402972	abeS
WP_004700493	abeS
WP_042897191	abeS
WP_017387977	abeS
WP_069123709	abeS
WP_002118134	abeS
WP_077169429	abeS
WP_000121130	abeS
WP_016140479	abeS
WP_016137540	abeS
WP_032025668	abeS
WP_068530779	abeS
WP_068613592	abeS
WP_057074425	abeS
WP_038347932	abeS
WP_004643484	abeS
WP_004880095	abeS
WP_061392187	abeS
WP_007482087	abeS
WP_005053589	abeS
WP_046738673	abeS
WP_004662515	abeS
WP_004680869	abeS
WP_050040096	abeS
WP_070070240	abeS
WP_005216571	abeS
WP_087621096	abeS
WP_004990578	abeS
WP_097078230	abeS
OJU53348	abeS
WP_087620736	abeS
WP_067731955	abeS
WP_026440964	abeS
EOR06684	abeS
WP_004894887	abeS
WP_004996340	abeS
WP_005222135	abeS
WP_005106898	abeS
WP_067766649	abeS
WP_086194859	abeS
WP_004280373	abeS
WP_004647012	abeS
WP_091125407	abeS
WP_065560883	abeS
WP_083411718	abeS
WP_092621265	abeS
WP_004898516	abeS
WP_086210634	abeS
WP_004731048	abeS
WP_096734624	abeS
WP_034683061	abeS
WP_005025131	abeS
WP_004809409	abeS
WP_044110885	abeS
WP_048882704	abeS
WP_065635643	abeS
WP_065582962	abeS
WP_085247846	abeS
WP_004724663	abeS
WP_092951466	abeS
WP_065558273	abeS
WP_065638594	abeS
WP_065568194	abeS
WP_065625632	abeS
WP_065586146	abeS
WP_046684096	abeS
WP_058048681	abeS
WP_067668160	abeS
WP_045792632	abeS
WP_058967466	abeS
WP_009587047	abeS
WP_005032482	abeS
WP_067723492	abeS
WP_034611815	abeS
WP_077146427	abeS
WP_007855138	abeS
WP_065556991	abeS
WP_039128022	abeS
WP_065603025	abeS
WP_065634991	abeS
WP_025315445	abeS
WP_091346708	abeS
WP_012115079	abeS
WP_049705205	abeS
WP_004828954	abeS
WP_042085895	abeS
WP_005235742	abeS
WP_028534500	abeS
WP_057204304	abeS
WP_042070427	abeS
WP_066412961	abeS
WP_072782283	abeS
WP_019404761	abeS
WP_065610885	abeS
WP_065606291	abeS
WP_034945887	abeS
WP_034910602	abeS
WP_065575513	abeS
WP_086327160	abeS
WP_081345771	abeS
WP_092759284	abeS
WP_062769650	abeS
ODS70472	abeS
WP_086939409	abeS
WP_044395327	abeS
CDD93850	abeS
WP_014751749	abeS
WP_017356679	abeS
WP_066133145	abeS
WP_093295475	abeS
WP_055459601	abeS
WP_065618305	abeS
WP_004693041	abeS
WP_005399412	abeS
WP_004979541	abeS
OFW89029	abeS
WP_035094937	abeS
WP_078193777	abeS
WP_078190908	abeS
WP_096073146	abeS
WP_012248494	abeS
WP_088599677	abeS
WP_094820082	abeS
WP_094806497	abeS
OYX73657	abeS
WP_024279705	abeS
OGO78184	abeS
WP_008898334	abeS
WP_056723763	abeS
OHD02301	abeS
WP_046848934	abeS
WP_074906933	abeS
WP_087344132	abeS
WP_070100401	abeS
WP_067512681	abeS
WP_066698164	abeS
WP_090678514	abeS
WP_090624968	abeS
WP_090731979	abeS
WP_010326744	abeS
OYW71346	abeS
WP_087012823	abeS
WP_086213652	abeS
ATO20469	abeS
WP_091131944	abeS
WP_017875869	abeS
WP_057655667	abeS
WP_007350996	abeS
WP_014870854	abeS
WP_007019477	abeS
OYW50106	abeS
OYW33036	abeS
ODT46228	abeS
WP_013391892	abeS
WP_048384999	abeS
ODS82426	abeS
WP_091874154	abeS
WP_056173327	abeS
WP_020167406	abeS
WP_076584648	abeS
WP_036991265	abeS
WP_033464613	abeS
WP_081137612	abeS
WP_057267401	abeS
WP_056351479	abeS
WP_068366253	abeS
WP_074667325	abeS
WP_090318010	abeS
WP_090690393	abeS
WP_090826412	abeS
WP_008654963	abeS
WP_088276108	abeS
WP_033477362	abeS
OYU90954	abeS
WP_013566605	abeS
WP_019703473	abeS
WP_013596980	abeS
WP_013261534	abeS
WP_069436475	abeS
WP_087527442	abeS
WP_058869637	abeS
WP_058951960	abeS
WP_034587148	abeS
WP_027229879	abeS
WP_062840401	abeS
WP_048786856	abeS
WP_056321352	abeS
SCY15711	abeS
WP_091948830	abeS
WP_033747205	abeS
WP_018403986	abeS
WP_054424385	abeS
WP_055049516	abeS
WP_098418103	abeS
WP_025136895	abeS
WP_066477416	abeS
WP_069910623	abeS
WP_012418340	abeS
WP_054450090	abeS
WP_092171786	abeS
WP_085659515	abeS
WP_085773862	abeS
WP_065448073	abeS
WP_056245140	abeS
CDP53649	abeS
WP_035037594	abeS
WP_075709366	abeS
WP_053141941	abeS
OQW39065	abeS
WP_068926923	abeS
WP_003821200	abeS
WP_066586325	abeS
WP_056773809	abeS
WP_022723110	abeS
WP_055874335	abeS
WP_016833797	abeS
OYX49855	abeS
WP_097012612	abeS
WP_086176808	abeS
WP_021233486	abeS
WP_090271754	abeS
WP_044497842	abeS
WP_092839423	abeS
WP_013967038	abeS
WP_010323901	abeS
WP_076462903	abeS
WP_062034891	abeS
OYX57324	abeS
WP_035028863	abeS
WP_057971428	abeS
WP_057287305	abeS
WP_031374181	abeS
WP_056568656	abeS
WP_062679782	abeS
WP_006223575	abeS
WP_033790043	abeS
WP_061304182	abeS
WP_008158844	abeS
WP_092743953	abeS
WP_009520712	abeS
WP_050447207	abeS
WP_053245427	abeS
WP_056001233	abeS
WP_055880836	abeS
WP_026638434	abeS
ANY77995	abeS
WP_029557903	abeS
OCJ55820	abeS
WP_045228602	abeS
WP_020655861	abeS
WP_069688764	abeS
WP_056415243	abeS
WP_006711625	abeS
WP_072970474	abeS
OQW83668	abeS
WP_089353071	abeS
WP_074660495	abeS
WP_056098615	abeS
WP_013834935	abeS
WP_014131367	abeS
WP_077077576	abeS
WP_003814037	abeS
WP_019248273	abeS
WP_063460796	abeS
WP_028447665	abeS
WP_029619597	abeS
WP_056338817	abeS
WP_076593686	abeS
WP_086958341	abeS
WP_043236628	abeS
WP_070968976	abeS
WP_074631325	abeS
WP_085230717	abeS
WP_090906117	abeS
WP_034298298	abeS
WP_013648513	abeS
WP_007360383	abeS
KGB57000	abeS
WP_058538235	abeS
OJY48275	abeS
SEG16896	abeS
WP_083724947	abeS
WP_090314232	abeS
WP_027695447	abeS
WP_089124342	abeS
WP_069445633	abeS
WP_054484557	abeS
WP_026382315	abeS
WP_047992529	abeS
WP_020084458	abeS
WP_076467631	abeS
WP_054433023	abeS
WP_006217825	abeS
WP_049071779	abeS
WP_046803388	abeS
WP_072293289	abeS
WP_063581518	abeS
KQZ56410	abeS
WP_028879249	abeS
WP_028313008	abeS
WP_094817343	abeS
OLA79781	abeS
WP_012168857	abeS
WP_054066655	abeS
WP_004670590	abeS
WP_074795810	abeS
WP_091999266	abeS
WP_007435884	abeS
WP_093970828	abeS
WP_064227280	abeS
WP_055394747	abeS
WP_010458450	abeS
WP_086128520	abeS
WP_062357965	abeS
WP_012353408	abeS
WP_012609794	abeS
WP_042886692	abeS
WP_073478663	abeS
WP_010813574	abeS
WP_047212599	abeS
WP_041512461	abeS
WP_058696639	abeS
WP_075649877	abeS
WP_062560128	abeS
WP_012682755	abeS
WP_011797702	abeS
WP_025869404	abeS
WP_096782405	abeS
WP_005009806	abeS
WP_083007046	abeS
WP_090457212	abeS
SMX28155	abeS
WP_006389077	abeS
WP_054504975	abeS
WP_020924888	abeS
WP_054447096	abeS
WP_084257065	abeS
WP_094799690	abeS
WP_063588305	abeS
WP_006393250	abeS
WP_061072288	abeS
WP_084088584	abeS
WP_008128681	abeS
SDZ80141	abeS
WP_067112112	abeS
WP_007873721	abeS
WP_024891150	abeS
WP_012069474	abeS
WP_072841449	abeS
WP_004912243	abeS
WP_076788681	abeS
WP_066655259	abeS
WP_011996752	abeS
WP_058357561	abeS
WP_086980965	abeS
OQM73316	abeS
WP_080921932	abeS
WP_090672212	abeS
WP_009522346	abeS
OCX17896	abeS
WP_066825068	abeS
WP_024924113	abeS
WP_063325342	abeS
WP_089140338	abeS
WP_018005332	abeS
WP_012206837	abeS
PDH33853	abeS
WP_093286481	abeS
WP_009755903	abeS
WP_093388887	abeS
WP_088365595	abeS
WP_067642943	abeS
PCJ71030	abeS
WP_006576412	abeS
WP_053822137	abeS
WP_009724862	abeS
WP_038478189	abeS
WP_088647967	abeS
WP_029888581	abeS
WP_027834603	abeS
WP_058665131	abeS
WP_040677074	abeS
WP_028301719	abeS
WP_094099650	abeS
WP_086121585	abeS
WP_038174198	abeS
WP_072766453	abeS
WP_062448729	abeS
WP_026738948	abeS
WP_018970219	abeS
WP_019958394	abeS
GAN63046	abeS
GAA09680	abeS
KGB24379	abeS
WP_064747220	abeS
WP_094786259	abeS
WP_088164052	abeS
WP_056493942	abeS
WP_085836394	abeS
GAK83674	abeS
WP_043008326	abeS
WP_091468135	abeS
WP_056156252	abeS
WP_055977068	abeS
WP_094831414	abeS
WP_094825475	abeS
EKF19542	abeS
OGB23623	abeS
WP_027707707	abeS
WP_074608676	abeS
WP_005667942	abeS
WP_088348403	abeS
WP_095525993	abeS
WP_056631376	abeS
WP_086056471	abeS
WP_085757167	abeS
WP_054310901	abeS
WP_004177308	abeS
WP_056146013	abeS
WP_096449757	abeS
WP_068736812	abeS
WP_063987713	abeS
WP_093314371	abeS
WP_035340746	abeS
WP_089039812	abeS
WP_030074760	abeS
WP_029040603	abeS
WP_081798309	abeS
WP_065817504	abeS
WP_012049209	abeS
WP_079648970	abeS
WP_025029849	abeS
WP_007006724	abeS
WP_038900626	abeS
WP_047169668	abeS
WP_040003625	abeS
WP_013316984	abeS
WP_038924559	abeS
WP_013221360	abeS
WP_090178421	abeS
WP_027712744	abeS
WP_091904315	abeS
WP_054530187	abeS
WP_000986589	adeI
WP_057047400	adeI
WP_031988137	adeI
WP_002046639	adeI
WP_004838353	adeI
WP_002069278	adeI
WP_032066017	adeI
WP_094081413	adeI
WP_031973398	adeI
WP_038344425	adeI
WP_038343043	adeI
WP_032048900	adeI
WP_000986590	adeI
WP_086443009	adeI
WP_066024331	adeI
WP_064847717	adeI
WP_032021948	adeI
WP_031959101	adeI
WP_032030245	adeI
WP_031984828	adeI
WP_033851937	adeI
WP_088753233	adeI
WP_039260413	adeI
WP_017816374	adeI
WP_002126320	adeI
WP_032040320	adeI
WP_031949108	adeI
WP_032068252	adeI
WP_087737160	adeI
WP_031955151	adeI
WP_032027155	adeI
WP_033840654	adeI
WP_032013854	adeI
WP_000986591	adeI
EXC93526	adeI
WP_032026265	adeI
WP_032022967	adeI
WP_000947314	adeI
WP_004705865	adeI
EXA69730	adeI
EXE80765	adeI
WP_086496278	adeI
WP_049065488	adeI
KRI55442	adeI
WP_002116482	adeI
WP_087087393	adeI
WP_039763231	adeI
WP_031944559	adeI
WP_032052714	adeI
WP_005064514	adeI
WP_004789373	adeI
WP_068529776	adeI
WP_016143195	adeI
WP_002051558	adeI
WP_057106116	adeI
WP_062850032	adeI
WP_016143335	adeI
ABB30248	adeI
WP_032005355	adeI
WP_032037321	adeI
WP_005309994	adeI
KKC42655	adeI
WP_031949159	adeI
WP_057085975	adeI
WP_068539725	adeI
WP_004885468	adeI
WP_009389667	adeI
WP_042897628	adeI
WP_031945717	adeI
WP_016137063	adeI
WP_092708944	adeI
WP_004639126	adeI
WP_045435260	adeI
WP_035360292	adeI
WP_056483250	adeI
WP_005036455	adeI
WP_080027674	adeI
WP_004669255	adeI
WP_005083049	adeI
WP_004640434	adeI
WP_005089411	adeI
WP_008941600	adeI
WP_004990391	adeI
WP_005003244	adeI
WP_049175221	adeI
WP_044436054	adeI
WP_004941084	adeI
WP_035254192	adeI
WP_034699697	adeI
WP_068911949	adeI
WP_016655220	adeI
WP_016165766	adeI
WP_004929529	adeI
WP_086208128	adeI
WP_068886466	adeI
WP_087526373	adeI
WP_005227058	adeI
WP_087012681	adeI
WP_087540604	adeI
WP_047429598	adeI
WP_005205916	adeI
WP_038342744	adeI
WP_016162775	adeI
XP_020209745	adeI
WP_016660187	adeI
WP_065343732	adeI
WP_058870123	adeI
WP_062033945	adeI
OFW47256	adeI
WP_005400363	adeI
WP_004950747	adeI
WP_005259236	adeI
WP_004803109	adeI
WP_004652235	adeI
WP_005243845	adeI
WP_087546562	adeI
WP_004695432	adeI
WP_004963653	adeI
WP_075696743	adeI
WP_005402187	adeI
WP_005208519	adeI
WP_005150278	adeI
WP_078389122	adeI
WP_004982862	adeI
OFW71512	adeI
WP_061523638	adeI
WP_039047821	adeI
WP_004908449	adeI
WP_005269587	adeI
WP_005296342	adeI
WP_089603828	adeI
WP_061516971	adeI
WP_067668460	adeI
WP_019837049	adeI
WP_005161823	adeI
WP_005055711	adeI
WP_005011545	adeI
WP_065994952	adeI
WP_004664506	adeI
WP_005214172	adeI
WP_004972282	adeI
WP_010113097	adeI
WP_058970854	adeI
WP_005061788	adeI
WP_004877000	adeI
WP_067730837	adeI
WP_067656834	adeI
WP_087619016	adeI
WP_018677008	adeI
WP_004651207	adeI
WP_004856901	adeI
WP_067764401	adeI
WP_086196867	adeI
WP_074945542	adeI
WP_097077896	adeI
WP_035371662	adeI
WP_068974445	adeI
WP_086164354	adeI
WP_042892815	adeI
WP_092688776	adeI
WP_004722569	adeI
WP_035267853	adeI
WP_086183252	adeI
WP_086191103	adeI
WP_078192209	adeI
WP_067723972	adeI
WP_086179604	adeI
WP_078191394	adeI
WP_034583583	adeI
WP_039621451	adeI
WP_004819551	adeI
WP_034615663	adeI
WP_092766861	adeI
WP_087536964	adeI
WP_004828204	adeI
WP_092819752	adeI
WP_046760235	adeI
WP_086192556	adeI
WP_086187680	adeI
WP_005222956	adeI
WP_076753993	adeI
EKE24351	adeI
WP_067863132	adeI
WP_087551201	adeI
WP_004674970	adeI
WP_087513517	adeI
WP_086176300	adeI
WP_005015877	adeI
WP_086198783	adeI
WP_034170140	adeI
WP_004814853	adeI
WP_004784905	adeI
WP_016659892	adeI
WP_005176086	adeI
WP_034701680	adeI
WP_005236899	adeI
WP_086044557	adeI
WP_075167548	adeI
WP_096902725	adeI
WP_086202998	adeI
WP_044108567	adeI
WP_086211407	adeI
WP_086206908	adeI
WP_086181844	adeI
WP_040331819	adeI
WP_074383417	adeI
WP_048882388	adeI
WP_067552964	adeI
WP_054580119	adeI
ATO19785	adeI
WP_071320206	adeI
WP_053579794	adeI
WP_004899941	adeI
WP_004751035	adeI
WP_092719594	adeI
WP_045792952	adeI
WP_070068588	adeI
WP_004891890	adeI
WP_034608437	adeI
WP_034593108	adeI
WP_064096375	adeI
WP_004280644	adeI
WP_004731916	adeI
WP_071850753	adeI
WP_000654684	merF
WP_060578346	merF
WP_025989319	merF
WP_032481323	merF
WP_075205687	merF
WP_023083081	merF
WP_054471484	merF
WP_058647318	merF
WP_008650409	merF
WP_063542311	merF
ACA09408	merF
WP_074722293	merF
2M67	merF
WP_044157864	merF
WP_074702059	merF
ABB51925	aioR/aoxR
WP_003518817	aioR/aoxR
WP_015647694	aioR/aoxR
WP_094542223	aioR/aoxR
WP_020810083	aioR/aoxR
WP_059754753	aioR/aoxR
ACK38265	aioR/aoxR
WP_052642467	aioR/aoxR
ABB51924	aioS/aoxS
WP_003518818	aioS/aoxS
WP_015647695	aioS/aoxS
WP_062653485	aioS/aoxS
WP_094542224	aioS/aoxS
WP_059754755	aioS/aoxS
WP_020810082	aioS/aoxS
ACK38264	aioS/aoxS
WP_052642465	aioS/aoxS
WP_002335389	tcrZ
SEM25691	tcrZ
WP_002294571	tcrZ
WP_091268732	tcrZ
WP_071408227	tcrZ
WP_006700974	tcrZ
WP_078756199	tcrZ
WP_000711500	tcrZ
WP_005237621	tcrZ
WP_074536909	tcrZ
WP_071519503	tcrZ
WP_086337547	tcrZ
WP_000806889	tcrZ
WP_044672700	tcrZ
WP_044685233	tcrZ
WP_066126723	tcrZ
WP_091528616	tcrZ
SEL13998	tcrZ
ABA39707	tcrA
OFP97301	tcrA
WP_002328403	tcrA
KNC04288	tcrA
WP_080441644	tcrA
WP_010726730	tcrA
WP_083227257	tcrA
WP_082148248	tcrA
WP_002344909	tcrA
WP_080349304	tcrA
WP_094518289	tcrA
WP_082220060	tcrA
WP_002328839	tcrA
WP_016853409	tcrA
WP_083069492	tcrA
WP_002337543	tcrA
WP_083272824	tcrA
SDL12337	tcrA
WP_071873849	tcrA
WP_071519504	tcrA
WP_073294611	tcrA
WP_084801936	tcrA
WP_091268731	tcrA
WP_078756198	tcrA
WP_004262484	tcrA
WP_076765090	tcrA
WP_028274708	tcrA
WP_091489681	tcrA
API90368	tcrA
WP_091898585	tcrA
WP_091482185	tcrA
WP_011061524	mexF
WP_065364158	mexF
WP_047286902	mexF
WP_041118420	mexF
WP_060839111	mexF
WP_025132184	mexF
WP_047304702	mexF
WP_092314995	mexF
WP_085598225	mexF
WP_053129211	mexF
WP_085653219	mexF
WP_068588415	mexF
WP_009049256	mexF
WP_016703831	mexF
WP_009044138	mexF
WP_097303715	mexF
WP_028682585	mexF
WP_085530682	mexF
WP_092296059	mexF
WP_063431183	mexF
WP_038632752	mexF
WP_097138219	mexF
WP_062826036	mexF
WP_025808697	mexF
WP_053279368	mexF
WP_038578732	mexF
WP_023965622	mexF
WP_087090685	mexF
WP_053261424	mexF
WP_096374444	mexF
WP_007924839	mexF
WP_044463401	mexF
WP_075120112	mexF
WP_017739370	mexF
WP_078048385	mexF
WP_033901161	mexF
WP_064052427	mexF
WP_028616062	mexF
WP_025854639	mexF
WP_071495767	mexF
WP_017847283	mexF
WP_095108510	mexF
WP_065909299	mexF
WP_012724111	mexF
WP_010210597	mexF
WP_038850455	mexF
OYU09570	mexF
WP_046383237	mexF
WP_046486472	mexF
WP_078473478	mexF
WP_019579046	mexF
WP_033054980	mexF
WP_008156375	mexF
WP_084376555	mexF
WP_095632646	mexF
WP_046054344	mexF
WP_046048368	mexF
WP_065880465	mexF
WP_071488416	mexF
WP_090371248	mexF
WP_096820378	mexF
WP_010169485	mexF
WP_016979912	mexF
WP_057005531	mexF
WP_095144372	mexF
WP_028940543	mexF
WP_019649903	mexF
WP_025109606	mexF
WP_046042031	mexF
WP_065873184	mexF
WP_039761554	mexF
WP_034103509	mexF
WP_060752821	mexF
WP_058426074	mexF
WP_095016146	mexF
WP_079443683	mexF
WP_008026283	mexF
WP_008069918	mexF
WP_008044286	mexF
WP_056743736	mexF
WP_007905573	mexF
WP_042610067	mexF
WP_017338750	mexF
WP_093220658	mexF
WP_049708487	mexF
WP_085583237	mexF
WP_007936694	mexF
PHN61000	mexF
WP_030130259	mexF
WP_052963336	mexF
WP_018926020	mexF
WP_008061282	mexF
ALN96423	mexF
WP_098964106	mexF
WP_017135542	mexF
WP_095126066	mexF
WP_095187184	mexF
WP_016969225	mexF
WP_085632432	mexF
WP_084322952	mexF
WP_095079054	mexF
WP_019690178	mexF
WP_071486841	mexF
WP_076960876	mexF
WP_032860482	mexF
WP_048393496	mexF
WP_095054942	mexF
WP_095168295	mexF
WP_003225105	mexF
WP_063343645	mexF
WP_073476179	mexF
WP_020297992	mexF
WP_095152230	mexF
WP_054597209	mexF
WP_095056142	mexF
WP_008006425	mexF
WP_077747842	mexF
WP_007949277	mexF
WP_083376717	mexF
WP_054046181	mexF
WP_027620779	mexF
WP_095129836	mexF
WP_057400048	mexF
WP_030138663	mexF
WP_038983378	mexF
WP_034146547	mexF
WP_085683711	mexF
WP_064587625	mexF
WP_083369056	mexF
WP_007963553	mexF
WP_027612755	mexF
WP_059405196	mexF
WP_010460434	mexF
OPK07501	mexF
WP_060542035	mexF
WP_093431285	mexF
WP_016987295	mexF
WP_095050846	mexF
WP_053119927	mexF
WP_078733393	mexF
WP_060692281	mexF
WP_071555544	mexF
WP_054614811	mexF
WP_045058368	mexF
SFY18935	mexF
WP_065943223	mexF
WP_056855404	mexF
WP_008018640	mexF
WP_020797111	mexF
WP_085603791	mexF
WP_047597171	mexF
WP_092281026	mexF
WP_090283546	mexF
WP_041480270	mexF
WP_090184262	mexF
WP_096796769	mexF
WP_038367649	mexF
WP_007914933	mexF
WP_003174223	mexF
WP_094467417	mexF
WP_064677615	mexF
WP_046033147	mexF
WP_072391195	mexF
WP_056724724	mexF
WP_038441197	mexF
WP_064596472	mexF
WP_007954548	mexF
WP_064381697	mexF
WP_041064272	mexF
WP_064361166	mexF
WP_093101472	mexF
WP_042559280	mexF
WP_024013078	mexF
WP_095180099	mexF
WP_085745737	mexF
WP_064452297	mexF
WP_093413803	mexF
WP_077573019	mexF
WP_053160100	mexF
WP_092398136	mexF
WP_095966731	mexF
WP_008001550	mexF
WP_007970591	mexF
WP_090291061	mexF
WP_015095042	mexF
WP_092200845	mexF
WP_092164754	mexF
WP_057449866	mexF
WP_092142928	mexF
WP_003202298	mexF
WP_059761880	mexF
WP_085696220	mexF
WP_039768286	mexF
WP_074690653	mexF
WP_011334071	mexF
WP_047294599	mexF
WP_077047731	mexF
WP_047301338	mexF
WP_034154192	mexF
WP_017529017	mexF
WP_003445180	mexF
WP_074876497	mexF
WP_076031164	mexF
WP_047229097	mexF
WP_025213765	mexF
WP_008053649	mexF
WP_072405494	mexF
WP_072346803	mexF
WP_077183727	mexF
WP_092464387	mexF
WP_095000341	mexF
WP_095023852	mexF
WP_070414342	mexF
WP_047274650	mexF
WP_048377590	mexF
PAM79650	mexF
WP_007983741	mexF
WP_075945008	mexF
WP_085709791	mexF
WP_064118006	mexF
WP_053256204	mexF
WP_078742316	mexF
WP_083358286	mexF
WP_060742517	mexF
WP_057714780	mexF
WP_053119484	mexF
WP_095029426	mexF
WP_053184615	mexF
WP_063320939	mexF
WP_046819073	mexF
WP_024618352	mexF
WP_019409684	mexF
WP_095035606	mexF
WP_016781089	mexF
WP_047738711	mexF
WP_086797319	mexF
WP_042730129	mexF
WP_014338188	mexF
WP_018601485	mexF
WP_097192180	mexF
WP_094993542	mexF
WP_064389875	mexF
WP_017905815	mexF
WP_095039575	mexF
WP_046064253	mexF
WP_047528678	mexF
WP_027923228	mexF
WP_085731026	mexF
WP_065905030	mexF
WP_017479682	mexF
WP_088425742	mexF
WP_085726300	mexF
WP_048380144	mexF
WP_024781042	mexF
WP_095942207	mexF
WP_064106818	mexF
WP_045155900	mexF
WP_096511324	mexF
WP_065257896	mexF
WP_008086476	mexF
WP_094951137	mexF
WP_056859914	mexF
WP_063030419	mexF
WP_065930180	mexF
WP_032891294	mexF
WP_057440116	mexF
OYT82180	mexF
WP_053213833	mexF
WP_003181339	mexF
WP_055134615	mexF
WP_003210869	mexF
WP_048364822	mexF
WP_040067817	mexF
WP_019363026	mexF
WP_054060044	mexF
WP_095003700	mexF
WP_047703216	mexF
WP_090321465	mexF
WP_095136000	mexF
WP_092236484	mexF
WP_085715211	mexF
WP_048402342	mexF
WP_010445758	mexF
WP_060550009	mexF
WP_076013563	mexF
WP_029290583	mexF
WP_003234928	mexF
WP_054062231	mexF
WP_088377497	mexF
WP_053151615	mexF
WP_041023238	mexF
WP_024075317	mexF
KTC42444	mexF
WP_057008870	mexF
WP_095194220	mexF
WP_034097601	mexF
PHN42387	mexF
WP_019827266	mexF
WP_094065600	mexF
WP_040268178	mexF
ALN96424	mexF
WP_053130468	mexF
WP_034113562	mexF
WP_034138182	mexF
WP_048726409	mexF
WP_073522479	mexF
WP_027605655	mexF
WP_090404755	mexF
WP_058414626	mexF
WP_003191086	mexF
WP_057011001	mexF
WP_034127367	mexF
WP_032875142	mexF
WP_048358015	mexF
PHN27223	mexF
WP_092489101	mexF
WP_076952294	mexF
WP_057702986	mexF
WP_044273664	mexF
WP_065927735	mexF
WP_094775327	mexF
WP_005788492	mexF
WP_074846603	mexF
WP_056845891	mexF
WP_010563081	mexF
WP_060782413	mexF
WP_017133862	mexF
WP_048373350	mexF
WP_054914324	mexF
WP_075804328	mexF
WP_043049443	mexF
WP_065893313	mexF
WP_046068030	mexF
WP_057022386	mexF
WP_056785671	mexF
WP_029290912	mexF
WP_043864074	mexF
WP_065884623	mexF
WP_057725281	mexF
WP_065936351	mexF
WP_065950784	mexF
WP_010223590	mexF
WP_055102969	mexF
WP_065758961	mexF
WP_042129304	mexF
WP_087264091	mexF
WP_034119499	mexF
WP_049859919	mexF
WP_045198110	mexF
WP_036995144	mexF
WP_095158735	mexF
WP_009407304	mexF
KTC42075	mexF
WP_090358920	mexF
WP_043190485	mexF
WP_038994940	mexF
WP_008367454	mexF
WP_027977636	mexF
WP_064304062	mexF
WP_095163313	mexF
WP_038610145	mexF
WP_045183066	mexF
PHN26319	mexF
WP_027898639	mexF
WP_095097820	mexF
WP_028946138	mexF
WP_032627223	mexF
WP_065835630	mexF
WP_073162686	mexF
WP_024687926	mexF
WP_083182785	mexF
WP_025259934	mexF
WP_054891294	mexF
WP_032612738	mexF
WP_011268123	mexF
WP_024663676	mexF
WP_054081003	mexF
WP_054993877	mexF
WP_024959929	mexF
WP_053275455	mexF
WP_024693712	mexF
